"id","associated_table_id:id","code","description","reference"
"catalog_sunat_24_9690","24",9690,"SAMOA NORTEAMERICANA",
"catalog_sunat_24_9695","24",9695,"SAN CRISTOBAL Y NIEVES",
"catalog_sunat_24_9697","24",9697,"SAN MARINO",
"catalog_sunat_24_9700","24",9700,"SAN PEDRO Y MIQUELON",
"catalog_sunat_24_9705","24",9705,"SAN VICENTE Y LAS GRANADINAS",
"catalog_sunat_24_9710","24",9710,"SANTA ELENA",
"catalog_sunat_24_9715","24",9715,"SANTA LUCIA",
"catalog_sunat_24_9720","24",9720,"SANTO TOME Y PRINCIPE",
"catalog_sunat_24_9728","24",9728,"SENEGAL",
"catalog_sunat_24_9731","24",9731,"SEYCHELLES",
"catalog_sunat_24_9735","24",9735,"SIERRA LEONA",
"catalog_sunat_24_9741","24",9741,"SINGAPUR",
"catalog_sunat_24_9744","24",9744,"SIRIA, REPUBLICA ARABE DE",
"catalog_sunat_24_9748","24",9748,"SOMALIA",
"catalog_sunat_24_9750","24",9750,"SRI LANKA",
"catalog_sunat_24_9756","24",9756,"SUDAFRICA, REPUBLICA DE",
"catalog_sunat_24_9759","24",9759,"SUDAN",
"catalog_sunat_24_9764","24",9764,"SUECIA",
"catalog_sunat_24_9767","24",9767,"SUIZA",
"catalog_sunat_24_9770","24",9770,"SURINAM",
"catalog_sunat_24_9773","24",9773,"SAWSILANDIA",
"catalog_sunat_24_9774","24",9774,"TADJIKISTAN",
"catalog_sunat_24_9776","24",9776,"TAILANDIA",
"catalog_sunat_24_9780","24",9780,"TANZANIA, REPUBLICA UNIDA DE",
"catalog_sunat_24_9783","24",9783,"DJIBOUTI",
"catalog_sunat_24_9786","24",9786,"TERRITORIO ANTARTICO BRITANICO",
"catalog_sunat_24_9787","24",9787,"TERRITORIO BRITANICO DEL OCEANO INDICO",
"catalog_sunat_24_9788","24",9788,"TIMOR DEL ESTE",
"catalog_sunat_24_9800","24",9800,"TOGO",
"catalog_sunat_24_9805","24",9805,"TOKELAU",
"catalog_sunat_24_9810","24",9810,"TONGA",
"catalog_sunat_24_9815","24",9815,"TRINIDAD Y TOBAGO",
"catalog_sunat_24_9816","24",9816,"TRISTAN DA CUNHA",
"catalog_sunat_24_9820","24",9820,"TUNICIA",
"catalog_sunat_24_9823","24",9823,"TURCAS Y CAICOS, ISLAS",
"catalog_sunat_24_9825","24",9825,"TURKMENISTAN",
"catalog_sunat_24_9827","24",9827,"TURQUIA",
"catalog_sunat_24_9828","24",9828,"TUVALU",
"catalog_sunat_24_9830","24",9830,"UCRANIA",
"catalog_sunat_24_9833","24",9833,"UGANDA",
"catalog_sunat_24_9840","24",9840,"URSS",
"catalog_sunat_24_9845","24",9845,"URUGUAY",
"catalog_sunat_24_9847","24",9847,"UZBEKISTAN",
"catalog_sunat_24_9850","24",9850,"VENEZUELA",
"catalog_sunat_24_9855","24",9855,"VIET NAM",
"catalog_sunat_24_9858","24",9858,"VIETNAM (DEL NORTE)",
"catalog_sunat_24_9863","24",9863,"VIRGENES, ISLAS (BRITANICAS)",
"catalog_sunat_24_9866","24",9866,"VIRGENES, ISLAS (NORTEAMERICANAS)",
"catalog_sunat_24_9870","24",9870,"FIJI",
"catalog_sunat_24_9873","24",9873,"WAKE, ISLA",
"catalog_sunat_24_9875","24",9875,"WALLIS Y FORTUNA, ISLAS",
"catalog_sunat_24_9880","24",9880,"YEMEN",
"catalog_sunat_24_9885","24",9885,"YUGOSLAVIA",
"catalog_sunat_24_9888","24",9888,"ZAIRE",
"catalog_sunat_24_9890","24",9890,"ZAMBIA",
"catalog_sunat_24_9895","24",9895,"ZONA DEL CANAL DE PANAMA",
"catalog_sunat_24_9896","24",9896,"ZONA LIBRE OSTRAVA",
"catalog_sunat_24_9897","24",9897,"ZONA NEUTRAL (PALESTINA)",
